,city,year,month,day,hour,title,city_sector,address,intersection,latitude,longitude
923,Toronto,2014,4,11,7,Toronto Raptors vs. New York Knicks,Downtown,40 Bay Street,Bay Street and Lakeshore Blvd.,,
924,Toronto,2019,4,21,17,Tour and Taste Weekends,NA,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",NA,43.7696779,-79.4131304
925,Toronto,2019,4,7,0,Dry Powder,NA,"5040 Yonge St, North York, ON M2N 6R8, Canada",NA,43.7662845,-79.4141305
926,Toronto,2019,4,27,14,Milliken Park Planting,NA,"Milliken District Park, 5555 Steeles Ave E, Toronto, ON M9L 1S7, Canada",NA,43.8291761,-79.2707479
927,Toronto,2019,4,12,15,Transitions,NA,"32 Distillery Lane, Toronto, ON M5A 3C4, Canada",NA,43.6497477,-79.36018960000001
928,Toronto,2011,6,28,8,2nd International Conference on Models of Human Diseases,Downtown,1 King's College Circle,College Street and University Avenue,,
929,Toronto,2015,10,20,6,2015 ETA Awards: La Belle Epoque,Central West,1601 Lake Shore Boulevard W,Roncesvalles Avenue and King Street West,43.6367213239,-79.4471810358
930,Toronto,2019,6,4,17,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
931,Toronto,2019,3,14,13,March Break Camps | Kids Camp 1,NA,"25 Toronto St #200, Toronto, ON M5C 2R1, Canada",NA,43.650703,-79.37607779999996
932,Toronto,2017,9,30,14,Toronto Coin Expo - Canada's Coin Show,NA,"789 Yonge St, Toronto, ON M4W 2G8, Canada",NA,43.6717923,-79.3868129
933,Toronto,2019,2,1,21,Winter Light Exhibition,NA,"Unnamed Road, Toronto, ON M6K 3B9, Canada",NA,43.62995118169457,-79.41850701555256
934,Toronto,2019,3,26,14,"Impressionism in the Age of Industry: Monet, Pissarro",NA,"317 Dundas St W, Toronto, ON M5T 1G4, Canada",NA,43.6536766,-79.39233939999997
935,Toronto,2019,5,11,14,Drop-in DIY Repair,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
936,Toronto,2019,5,9,0,"Lilies; or, The Revival of a Romantic Drama",NA,"12 Alexander St, Toronto, ON M4Y 1B4, Canada",NA,43.6633185,-79.38306590000002
937,Toronto,2019,5,5,18,Antigone: &#26041;,NA,"165 Front St E, Toronto, ON M5A 3Z4, Canada",NA,43.6500103,-79.36829119999999
938,Toronto,2019,5,29,14,Toronto Through the Eyes of Women Artists,NA,"95 Front St E, Toronto, ON M5E 1C3, Canada",NA,43.64873009999999,-79.37154090000001
939,Toronto,2018,12,20,21,Winter Light Exhibition,NA,"Unnamed Road, Toronto, ON M6K 3B9, Canada",NA,43.62995118169457,-79.41850701555256
940,Toronto,2019,7,5,18,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
941,Toronto,2014,10,8,7,Toronto FC vs. Houston Dynamo,Central West,170 Princes' Boulevard,and,43.632672586,-79.4186175379
942,Toronto,2019,5,23,0,Beautiful Man,NA,"125 Bathurst St, Toronto, ON M5V 2R2, Canada",NA,43.6455699,-79.40273730000001
943,Toronto,2019,1,3,16,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
944,Toronto,2019,3,10,18,The 26 Letter Dance,NA,"165 Front St E, Toronto, ON M5A 3Z4, Canada",NA,43.6500103,-79.36829119999999
945,Toronto,2019,4,10,0,Ang&#233;lique,NA,"125 Bathurst St, Toronto, ON M5V 2R2, Canada",NA,43.6455699,-79.40273730000001
946,Toronto,2019,7,6,22,Foul Play!,NA,"33 Gerrard St W, Toronto, ON M5G 1Z4, Canada",NA,43.6583645,-79.3830719
947,Toronto,2019,1,19,16,Floyd Kuptana Gallery,NA,"80 Gerrard St E, Toronto, ON M5B 1G6, Canada",NA,43.6601642,-79.3780463
948,Toronto,2019,1,17,17,Floyd Kuptana Gallery,NA,"80 Gerrard St E, Toronto, ON M5B 1G6, Canada",NA,43.6601642,-79.3780463
949,Toronto,2019,3,30,15,Scarborough Seedy Saturday and Green Fair,NA,"100 Brimley Rd S, Scarborough, ON M1M 3X4, Canada",NA,43.71476029999999,-79.24039119999998
950,Toronto,2019,3,20,16,Floyd Kuptana Gallery,NA,"80 Gerrard St E, Toronto, ON M5B 1G6, Canada",NA,43.6601642,-79.3780463
951,Toronto,2019,3,3,17,Being Scene 18th Annual Exhibition,NA,"32 Lisgar St, Toronto, ON M6J 0C7, Canada",NA,43.641784,-79.423292
952,Toronto,2015,8,21,NA,2015 Canadian National Exhibition,Central West,210 Princes' Boulevard,Dufferin Street and Saskatchewan Road,43.633040686,-79.422613882
953,Toronto,2019,2,2,21,Winter Light Exhibition,NA,"Unnamed Road, Toronto, ON M6K 3B9, Canada",NA,43.62995118169457,-79.41850701555256
954,Toronto,2018,12,11,15,Toronto Through the Eyes of Women Artists,NA,"95 Front St E, Toronto, ON M5E 1C3, Canada",NA,43.64873009999999,-79.37154090000001
955,Toronto,2019,3,22,14,Ai Weiwei: Unbroken,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
956,Toronto,2019,1,19,21,Winter Light Exhibition,NA,"Unnamed Road, Toronto, ON M6K 3B9, Canada",NA,43.62995118169457,-79.41850701555256
957,Toronto,2018,12,15,21,Winter Light Exhibition,NA,"Unnamed Road, Toronto, ON M6K 3B9, Canada",NA,43.62995118169457,-79.41850701555256
958,Toronto,2019,4,1,0,Shove it Down My Throat,NA,"12 Alexander St, Toronto, ON M4Y 1B4, Canada",NA,43.6633185,-79.38306590000002
959,Toronto,2019,8,9,0,Victorian Escape Game: Rebel Rendevous,NA,"82 Bond St, Toronto, ON M5B 1X2, Canada",NA,43.6556625,-79.37856320000003
960,Toronto,2019,4,20,14,Drop-in DIY Repair,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
961,Toronto,2019,1,9,17,Floyd Kuptana Gallery,NA,"80 Gerrard St E, Toronto, ON M5B 1G6, Canada",NA,43.6601642,-79.3780463
962,Toronto,2019,2,27,15,Toronto Through the Eyes of Women Artists,NA,"95 Front St E, Toronto, ON M5E 1C3, Canada",NA,43.64873009999999,-79.37154090000001
963,Toronto,2016,2,8,NA,"‘So Long Lives This’: Celebrating Shakespeare, 1616-2016",Downtown,120 St. George Street,St. George Street and Harbord Street,43.6640977365,-79.3989637818
964,Toronto,2019,2,1,17,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
965,Toronto,2019,8,13,17,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
966,Toronto,2019,7,9,20,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
967,Toronto,2018,10,29,15,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
968,Toronto,2019,3,31,23,Dinner With A View,NA,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada",NA,43.6374082,-79.40664609999999
969,Toronto,2019,5,22,16,"'Solemn Pines, Fading Things' Post Tsunami Tohoku 2012-2018 by PENGKUEI (Ben) HUANG for CONTACT 2019",NA,"400 Queen St E, Toronto, ON M5A 1T3, Canada",NA,43.6560855,-79.3628041
970,Toronto,2019,1,19,18,Migration Trail,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
971,Toronto,2019,6,12,15,Nadia Myre: Balancing Acts,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
972,Toronto,2019,5,12,18,Beautiful Man,NA,"125 Bathurst St, Toronto, ON M5V 2R2, Canada",NA,43.6455699,-79.40273730000001
973,Toronto,2019,7,18,23,#trapjazz thursdays with game.set.trap,NA,"876 Dundas St W, Toronto, ON M6J 1V7, Canada",NA,43.6513532,-79.41137309999999
974,Toronto,2019,8,7,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
975,Toronto,2019,9,3,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
976,Toronto,2019,8,14,17,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
977,Toronto,2019,3,13,23,Alice&#8217;s Adventures in Wonderland,NA,"145 Queen St W, Toronto, ON M5H 4G1, Canada",NA,43.6505876,-79.38553519999999
978,Toronto,2019,4,18,23,#trapjazz thursdays with game.set.trap,NA,"876 Dundas St W, Toronto, ON M6J 1V7, Canada",NA,43.6513532,-79.41137309999999
979,Toronto,2018,12,23,0,Toronto Maple Leafs,NA,"40 Bay St, Toronto, ON M5J 2X2, Canada",NA,43.6435205,-79.3790818
980,Toronto,2019,1,25,15,Best in Show,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
981,Toronto,2019,4,25,19,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
982,Toronto,2019,8,20,20,DIY Drop-In Bike Repair,NA,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",NA,43.763586,-79.20535689999997
983,Toronto,2019,8,2,20,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
984,Toronto,2019,3,17,16,Being Scene 18th Annual Exhibition,NA,"32 Lisgar St, Toronto, ON M6J 0C7, Canada",NA,43.641784,-79.423292
985,Toronto,2019,3,14,14,March Break Family Adventure at Fort York,NA,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada",NA,43.6374082,-79.40664609999999
986,Toronto,2019,5,17,16,HideSeek,NA,"1305 Dundas St W, Toronto, ON M6J 1X8, Canada",NA,43.6492778,-79.42585559999998
987,Toronto,2019,6,4,12,East York Farmers Market,NA,"East York Civic Centre, 850 Coxwell Ave, East York, ON M4C 5R1, Canada",NA,43.6911694,-79.32833619999997
988,Toronto,2018,10,19,15,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
989,Toronto,2019,1,26,15,Best in Show,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
990,Toronto,2019,3,9,1,Bears,NA,"125 Bathurst St, Toronto, ON M5V 2R2, Canada",NA,43.6455699,-79.40273730000001
991,Toronto,2019,7,4,20,Earn-A-Bike,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
992,Toronto,2019,10,7,13,Crossection 2019 Art Exhibition,NA,"399 The West Mall, Toronto, ON M9C 2Y2, Canada",NA,43.6432951,-79.5665396
993,Toronto,2019,2,2,0,Toronto Rock Home Games,NA,"40 Bay St, Toronto, ON M5J 2X2, Canada",NA,43.64346684907469,-79.37901879195124
994,Toronto,2019,3,20,21,King Street Winter Warm-Up,NA,"268 King St W, Toronto, ON M5V 1H8, Canada",NA,43.64695681577956,-79.38751594548495
995,Toronto,2019,7,23,17,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
996,Toronto,2019,3,30,14,HideSeek,NA,"1305 Dundas St W, Toronto, ON M6J 1X8, Canada",NA,43.6492778,-79.42585559999998
997,Toronto,2019,8,30,15,Nadia Myre: Balancing Acts,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
998,Toronto,2019,3,22,23,#FNLROM: Holi,NA,"100 Queens Park, Toronto, ON M5S 2C6, Canada",NA,43.6677097,-79.3947771
999,Toronto,2018,11,10,20,Toronto Raptors,NA,"40 Bay St, Toronto, ON M5J 2X2, Canada",NA,43.6435205,-79.3790818
1000,Toronto,2019,5,3,16,HideSeek,NA,"1305 Dundas St W, Toronto, ON M6J 1X8, Canada",NA,43.6492778,-79.42585559999998
1001,Toronto,2019,2,11,16,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
1002,Toronto,2018,12,7,21,Winter Light Exhibition,NA,"Unnamed Road, Toronto, ON M6K 3B9, Canada",NA,43.62995118169457,-79.41850701555256
1003,Toronto,2019,6,18,13,Art by Etobicoke Seniors,NA,"399 The West Mall, Toronto, ON M9C 2Y2, Canada",NA,43.6432951,-79.5665396
1004,Toronto,2019,7,29,18,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
1005,Toronto,2019,3,31,17,For the Record: An Idea of the North,NA,"789 Yonge St, Toronto, ON M4W 2G8, Canada",NA,43.6717923,-79.3868129
1006,Toronto,2019,1,10,15,Migration Trail,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
1007,Toronto,2019,5,16,15,Nadia Myre: Balancing Acts,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
1008,Toronto,2019,6,19,19,Drop-in DIY Repair,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
1009,Toronto,2019,1,16,17,Floyd Kuptana Gallery,NA,"80 Gerrard St E, Toronto, ON M5B 1G6, Canada",NA,43.6601642,-79.3780463
1010,Toronto,2019,8,2,15,Nadia Myre: Balancing Acts,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
1011,Toronto,2019,3,14,20,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
1012,Toronto,2019,5,13,14,Sewing Classes,NA,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",NA,43.6517657,-79.40496460000003
1013,Toronto,2019,4,4,16,How to Breathe Forever Exhibition Family Kit,NA,"199 Richmond St W, Toronto, ON M5V 1V3, Canada",NA,43.6495164,-79.38795440000001
1014,Toronto,2019,2,23,21,She The People,NA,"51 Mercer St, Toronto, ON M5V 9G9, Canada",NA,43.6453799,-79.39129710000003
1015,Toronto,2019,5,7,20,Earn-A-Bike,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
1016,Toronto,2019,3,14,16,March Break Bicycle Repair Programming,NA,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",NA,43.763586,-79.20535689999997
1017,Toronto,2019,11,23,18,West End Food &amp; Culture Tour,NA,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",NA,43.6521191,-79.40746189999999
1018,Toronto,2019,8,10,17,Downtown Desserts &amp; Culture Tour,NA,"191 Baldwin St, Toronto, ON M5T 1M1, Canada",NA,43.6544824,-79.40121469999997
1019,Toronto,2019,3,15,13,For the Record: An Idea of the North,NA,"789 Yonge St, Toronto, ON M4W 2G8, Canada",NA,43.6717923,-79.3868129
1020,Toronto,2019,4,17,16,Discover Dance with Nivedha Ramalingham,NA,"L Tower, 1 Front St E, Toronto, ON M5E 1B2, Canada",NA,43.6466495,-79.37594580000001
1021,Toronto,2016,2,26,NA,"‘So Long Lives This’: Celebrating Shakespeare, 1616-2016",Downtown,120 St. George Street,St. George Street and Harbord Street,43.6640977365,-79.3989637818
1022,Toronto,2019,2,21,22,East End Beer &amp; Food Walk,NA,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",NA,43.6808809,-79.33747729999999
1023,Toronto,2018,11,18,22,East End Beer &amp; Food Walk,NA,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",NA,43.6808809,-79.33747729999999
1024,Toronto,2019,5,1,14,The Moon: A Voyage Through Time,NA,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",NA,43.72524540000001,-79.33210480000002
1025,Toronto,2019,4,5,15,Transitions,NA,"32 Distillery Lane, Toronto, ON M5A 3C4, Canada",NA,43.6497477,-79.36018960000001
1026,Toronto,2019,4,30,13,ROMKids Junior,NA,"100 Queens Park, Toronto, ON M5S 2C6, Canada",NA,43.6677097,-79.3947771
1027,Toronto,2019,3,27,13,Elemental Time: Bruce Parsons,NA,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",NA,43.6295213,-79.5679235
1028,Toronto,2018,11,3,15,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
1029,Toronto,2018,12,22,21,Winter Light Exhibition,NA,"Unnamed Road, Toronto, ON M6K 3B9, Canada",NA,43.62995118169457,-79.41850701555256
1030,Toronto,2015,6,20,7,"'Songs by Johnny Mercer' featuring Laura Marks, Sam Broverman and Julie McGregor",DowntownCentral West,539 Bloor Street W,Bathurst Street and Bloor Street West,43.6651614933,-79.4100842973
1031,Toronto,2019,1,20,15,Best in Show,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
1032,Toronto,2015,11,5,5,16th Annual Evening for Autism: Autism Laughs,Downtown,255 Bremner Boulevard,Bremner Boulevard and Simcoe Street,43.641692103,-79.385566845
1033,Toronto,2019,2,1,15,Toronto Through the Eyes of Women Artists,NA,"95 Front St E, Toronto, ON M5E 1C3, Canada",NA,43.64873009999999,-79.37154090000001
1034,Toronto,2019,2,26,14,For the Record: An Idea of the North,NA,"789 Yonge St, Toronto, ON M4W 2G8, Canada",NA,43.6717923,-79.3868129
1035,Toronto,2019,3,12,16,March Break Family Adventure at Todmorden Mills,NA,"67 Pottery Rd, Toronto, ON M4K 2B9, Canada",NA,43.6864006,-79.3602927
1036,Toronto,2016,4,28,NA,"‘So Long Lives This’: Celebrating Shakespeare, 1616-2016",Downtown,120 St. George Street,St. George Street and Harbord Street,43.6640977365,-79.3989637818
1037,Toronto,2019,3,5,17,William Brisland: Our Sacred Planet Exhibition,NA,"1 Colonel Samuel Smith Park Dr, Etobicoke, ON M8V 4B6, Canada",NA,43.59765669999999,-79.5158925
1038,Toronto,2019,6,15,14,DIY Drop-In Bike Repair,NA,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",NA,43.763586,-79.20535689999997
1039,Toronto,2018,9,19,15,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
1040,Toronto,2019,8,21,15,Nadia Myre: Balancing Acts,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
1041,Toronto,2019,1,2,15,Toronto Through the Eyes of Women Artists,NA,"95 Front St E, Toronto, ON M5E 1C3, Canada",NA,43.64873009999999,-79.37154090000001
1042,Toronto,2015,12,19,11,10th Annual Santa Cruise,Downtown,207 Queens Quay W,Queens Quay West and York Street,43.6387762011,-79.3806461799
1043,Toronto,2019,3,5,15,"Impressionism in the Age of Industry: Monet, Pissarro",NA,"317 Dundas St W, Toronto, ON M5T 1G4, Canada",NA,43.6536766,-79.39233939999997
1044,Toronto,2019,4,10,14,ICFF Youth Film Festival 2019,NA,"3401 Dufferin St, North York, ON M6A 2T9, Canada",NA,43.7246843,-79.4541729
1045,Toronto,2019,3,3,21,Winter Light Exhibition,NA,"Unnamed Road, Toronto, ON M6K 3B9, Canada",NA,43.62995118169457,-79.41850701555256
1046,Toronto,2019,8,29,15,Nadia Myre: Balancing Acts,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
1047,Toronto,2019,3,21,16,SYZYGY Student Exhibition Centennial College Studio Arts,NA,"400 Queen St E, Toronto, ON M5A 1T3, Canada",NA,43.6560855,-79.3628041
1048,Toronto,2019,8,23,18,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
1049,Toronto,2019,4,5,23,The Most Humorous and Tragic Tale of William Shakespeare's Shakespeare,NA,"1300 Gerrard St E, Toronto, ON M4L 1Y7, Canada",NA,43.6712256,-79.3271555
1050,Toronto,2019,7,17,18,Farmers' Market,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
1051,Toronto,2019,4,6,23,Outlander Meets Mackenzie,NA,"82 Bond St, Toronto, ON M5B 1X2, Canada",NA,43.6556625,-79.37856320000003
1052,Toronto,2019,4,25,23,Victorian Escape Game: Rebel Rendevous,NA,"82 Bond St, Toronto, ON M5B 1X2, Canada",NA,43.6556625,-79.37856320000003
1053,Toronto,2019,6,14,20,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
1054,Toronto,2019,3,9,17,March Break Family Adventure at Colborne Lodge,NA,"11 Colborne Lodge Dr, Toronto, ON M6R, Canada",NA,43.6405624,-79.46069139999997
1055,Toronto,2014,3,23,1,Toronto Raptors vs. Atlanta Hawks,Downtown,40 Bay Street,Bay Street and Lakeshore Blvd.,,
1056,Toronto,2019,4,9,13,For the Record: An Idea of the North,NA,"789 Yonge St, Toronto, ON M4W 2G8, Canada",NA,43.6717923,-79.3868129
1057,Toronto,2019,3,16,17,Stitch-A-Story: Appliqu&#233; and Embroidery Workshop,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
1058,Toronto,2019,7,14,17,Tea Time at the Inn,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
1059,Toronto,2019,3,13,17,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
1060,Toronto,2019,11,2,17,West End Food &amp; Culture Tour,NA,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",NA,43.6521191,-79.40746189999999
1061,Toronto,2019,4,6,0,Dry Powder,NA,"5040 Yonge St, North York, ON M2N 6R8, Canada",NA,43.7662845,-79.4141305
1062,Toronto,2018,11,12,16,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
1063,Toronto,2019,9,28,17,Downtown Desserts &amp; Culture Tour,NA,"191 Baldwin St, Toronto, ON M5T 1M1, Canada",NA,43.6544824,-79.40121469999997
1064,Toronto,2019,4,20,17,International Children's Day - Multicultural Dance and Art Festival,NA,"100 Queen St W, Toronto, ON M5G 1P5, Canada",NA,43.6534829,-79.38409389999998
1065,Toronto,2019,5,4,14,Explore Toronto's Secret Ravines,NA,"1407 Yonge St, Toronto, ON M4T 1Y7, Canada",NA,43.6873349,-79.39343059999999
1066,Toronto,2019,8,25,17,Downtown Desserts &amp; Culture Tour,NA,"191 Baldwin St, Toronto, ON M5T 1M1, Canada",NA,43.6544824,-79.40121469999997
1067,Toronto,2019,5,23,14,Ai Weiwei: Unbroken,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
1068,Toronto,2014,11,2,10,2014 Fall Chrysanthemum Show,Southwest,151 Elmcrest Road,Rathburn Road and Elmcrest Road,43.649474769,-79.5883451487
1069,Toronto,2019,2,7,23,Fret Not Ukulele Night,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
1070,Toronto,2019,5,10,2,Sewing Classes,NA,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",NA,43.6517657,-79.40496460000003
1071,Toronto,2019,5,1,14,Toronto Through the Eyes of Women Artists,NA,"95 Front St E, Toronto, ON M5E 1C3, Canada",NA,43.64873009999999,-79.37154090000001
1072,Toronto,2019,3,15,0,Toronto Raptors,NA,"40 Bay St, Toronto, ON M5J 2X2, Canada",NA,43.6435205,-79.3790818
1073,Toronto,2019,3,3,16,Taste of Chinatown Food &amp; Culture Tour,NA,"421 Dundas St W, Toronto, ON M5T 2W4, Canada",NA,43.6531242,-79.39521150000002
1074,Toronto,2015,6,4,6,21st Annual Barbra Schlifer Tribute Fundraiser,Central East,585 Dundas Street E,Dundas Street East and Parliament Street,43.660085913,-79.361941522
1075,Toronto,2019,6,1,17,West End Food &amp; Culture Tour,NA,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",NA,43.6521191,-79.40746189999999
1076,Toronto,2019,6,18,14,Toronto Through the Eyes of Women Artists,NA,"95 Front St E, Toronto, ON M5E 1C3, Canada",NA,43.64873009999999,-79.37154090000001
1077,Toronto,2019,6,6,19,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
1078,Toronto,2019,7,3,18,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
1079,Toronto,2019,3,15,15,March Break Bicycle Repair Programming,NA,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",NA,43.763586,-79.20535689999997
1080,Toronto,2019,9,14,17,West End Food &amp; Culture Tour,NA,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",NA,43.6521191,-79.40746189999999
1081,Toronto,2014,12,6,10,2014 Gingerbread Build,Central East,770 Don Mills Road,Don Mills Road and Eglinton Avenue East,43.7164526013,-79.3381489594
1082,Toronto,2019,3,14,20,Winter Light Exhibition,NA,"Unnamed Road, Toronto, ON M6K 3B9, Canada",NA,43.62995118169457,-79.41850701555256
1083,Toronto,2019,5,1,21,Dinner With A View,NA,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada",NA,43.6374082,-79.40664609999999
1084,Toronto,2019,7,26,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
1085,Toronto,2019,4,13,20,Idomeneo,NA,"244 Victoria St, Toronto, ON M5B 1V8, Canada",NA,43.65525450000001,-79.37951829999997
1086,Toronto,2019,5,20,15,Artfest Toronto at the Distillery Spring Art &amp; Craft Show,NA,"55 Mill St, Toronto, ON M5A 3C4, Canada",NA,43.6503361,-79.35982009999998
1087,Toronto,2019,3,12,14,Ai Weiwei: Unbroken,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
1088,Toronto,2019,5,14,20,Earn-A-Bike,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
1089,Toronto,2019,2,22,21,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
1090,Toronto,2019,4,6,23,After the Snow:  Etobicoke Centennial Choir's Spring concert,NA,"76 Anglesey Blvd, Etobicoke, ON M9A 3C1, Canada",NA,43.6651499,-79.5289401
1091,Toronto,2019,3,17,18,PAW Patrol Live! &#8220;Race to the Rescue&#8221;,NA,"1 Front St W, Toronto, ON M5J 2X5, Canada",NA,43.6459904,-79.37761739999996
1092,Toronto,2019,4,3,13,ROMKids Junior,NA,"100 Queens Park, Toronto, ON M5S 2C6, Canada",NA,43.6677097,-79.3947771
1093,Toronto,2019,2,21,16,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
1094,Toronto,2019,4,9,14,Ai Weiwei: Unbroken,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
1095,Toronto,2019,5,27,16,"'Solemn Pines, Fading Things' Post Tsunami Tohoku 2012-2018 by PENGKUEI (Ben) HUANG for CONTACT 2019",NA,"400 Queen St E, Toronto, ON M5A 1T3, Canada",NA,43.6560855,-79.3628041
